Exporter,Product,SailDate,20',40',TEUS,QTY.(KGS)
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,20-07-2022,0,1,2,25934
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,22-01-2022,0,4,8,104000
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,26-01-2022,0,6,12,156788
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,12-02-2022,0,19,38,506117
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,25-02-2022,0,4,8,104752
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,27-02-2022,0,4,8,102316
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,09-04-2022,0,9,18,227164
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,24-08-2022,0,4,8,103976
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,24-09-2022,0,10,20,250718
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,19-03-2022,0,2,4,51804
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,03-04-2022,0,1,2,27557
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,08-10-2022,0,2,4,52242
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,11-03-2022,0,6,12,150972
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,19-03-2022,0,6,12,153287
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,28-03-2022,0,7,14,182088
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,02-04-2022,0,21,42,548083
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,24-10-2022,18,0,18,289657
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,24-06-2022,19,0,19,250499
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,11-10-2022,18,0,18,298612
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,08-03-2022,17,0,17,275728
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,17-03-2022,12,0,12,190888
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,27-03-2022,1,0,1,16457
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,31-03-2022,2,0,2,38928
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,13-09-2022,9,0,9,130559
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,24-06-2022,2,7,16,195251
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,26-06-2022,0,2,4,49204
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,16-01-2022,25,0,25,351145
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,23-01-2022,37,1,39,663193
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,30-01-2022,31,0,31,496417
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,09-02-2022,18,0,18,294578
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,16-02-2022,19,0,19,309014
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,25-02-2022,11,0,11,184717
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,11-03-2022,20,0,20,315990
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,19-03-2022,19,0,19,290372
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,03-04-2022,20,0,20,318967
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,09-04-2022,5,0,5,71889
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,14-04-2022,7,0,7,115295
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,30-04-2022,30,0,30,503060
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,04-05-2022,4,0,4,65252
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,16-05-2022,16,0,16,240163
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,30-05-2022,30,0,30,492092
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,31-05-2022,8,0,8,132800
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,24-06-2022,2,0,2,32460
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,01-07-2022,20,0,20,300041
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,10-07-2022,38,0,38,700327
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,25-07-2022,15,0,15,289673
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,02-08-2022,33,0,33,441155
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,30-08-2022,12,0,12,200811
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,27-09-2022,7,0,7,116062
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,27-12-2022,9,0,9,155967
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,24-02-2022,2,0,2,26298
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,06-04-2022,0,13,26,360250
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,30-05-2022,10,0,10,157644
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,09-04-2022,0,1,2,24918
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,07-08-2022,0,3,6,77909
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,04-09-2022,0,3,6,79419
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,11-09-2022,0,4,8,105080
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,17-10-2022,0,6,12,154640
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,13-11-2022,0,2,4,47695
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,23-01-2022,0,4,8,81420
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,26-01-2022,0,2,4,48000
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,25-02-2022,0,10,20,249191
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,27-02-2022,0,6,12,166348
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,29-03-2022,0,13,26,326951
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,08-04-2022,0,6,12,150098
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,29-04-2022,0,13,26,320312
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,28-08-2022,0,15,30,395809
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,24-01-2022,0,2,4,48000
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,05-02-2022,0,4,8,107554
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,25-02-2022,0,4,8,106924
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,06-04-2022,0,4,8,91171
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,16-01-2022,0,5,10,128899
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,18-07-2022,17,0,17,259794
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,25-07-2022,20,0,20,319798
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,20-02-2022,0,7,14,194417
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,12-11-2022,0,5,10,100000
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,01-07-2022,5,0,5,98008
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,14-02-2022,0,4,8,99780
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,20-03-2022,0,7,14,195084
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,27-03-2022,0,8,16,199816
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,18-04-2022,0,4,8,112501
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,22-05-2022,0,11,22,349695
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,29-06-2022,0,9,18,246483
TAMILNADU NEWSPRINT & PAPERS LTD.,PAPER,02-07-2022,0,7,14,189663
TOTAL                                   ,                              ,          ,588,331,1250,18055354
TANMIA FOODS,BANANA CHIPS,10-11-2022,0,1,2,13373
TANMIA FOODS,FOOD STUFFS,22-02-2022,0,1,2,14265
TANMIA FOODS,FOOD STUFFS,31-03-2022,0,1,2,14723
TANMIA FOODS,FOOD STUFFS,04-10-2022,0,1,2,11041
TANMIA FOODS,FOOD STUFFS,25-01-2022,0,1,2,14577
TOTAL                                   ,                              ,          ,0,5,10,67979
TARMAL ENTERPRISES,COTTON GOODS,21-01-2022,0,1,2,9503
TARMAL ENTERPRISES,COTTON GOODS,27-12-2022,1,0,1,5108
TOTAL                                   ,                              ,          ,1,1,3,14611
TARUN CREATION,COTTON GARMENTS,05-05-2022,0,0,0,783
TARUN CREATION,COTTON GARMENTS,16-04-2022,1,0,1,6850
TARUN CREATION,COTTON GARMENTS,17-06-2022,1,0,1,2749
TARUN CREATION,COTTON GARMENTS,26-07-2022,0,1,2,4911
TARUN CREATION,COTTON GARMENTS,01-03-2022,0,0,0,3180
TARUN CREATION,COTTON GOODS,06-06-2022,1,0,1,3300
TARUN CREATION,COTTON GOODS,10-04-2022,0,0,0,583
TARUN CREATION,COTTON GOODS,14-08-2022,0,1,2,4151
TOTAL                                   ,                              ,          ,3,2,7,26507
TASA BUILDERS AND DEVLOPERS P.LTD.,BUILDING MATERIALS,19-09-2022,1,0,1,3627
TASA BUILDERS AND DEVLOPERS P.LTD.,BUILDING MATERIALS,11-10-2022,1,1,3,43000
TOTAL                                   ,                              ,          ,2,1,4,46627
TASTY FOODS,FOOD STUFFS,10-06-2022,1,0,1,13620
TASTY FOODS,JAGGERY,04-01-2022,1,0,1,16000
TOTAL                                   ,                              ,          ,2,0,2,29620
TASTY NUT INDUSTRIES,CASHEW KERNELS,06-03-2022,1,0,1,16450
TASTY NUT INDUSTRIES,CASHEW KERNELS,28-04-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,15-08-2022,2,0,2,31752
TASTY NUT INDUSTRIES,CASHEW KERNELS,27-08-2022,2,0,2,31752
TASTY NUT INDUSTRIES,CASHEW KERNELS,07-10-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,16-10-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,17-03-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,14-04-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,22-08-2022,1,0,1,16000
TASTY NUT INDUSTRIES,CASHEW KERNELS,01-11-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,15-11-2022,1,0,1,16000
TASTY NUT INDUSTRIES,CASHEW KERNELS,03-09-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,24-10-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,29-11-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,20-04-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,15-02-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,04-01-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,16-05-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,10-07-2022,1,0,1,16875
TASTY NUT INDUSTRIES,CASHEW KERNELS,03-09-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,11-10-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,21-12-2022,1,0,1,16875
TASTY NUT INDUSTRIES,CASHEW KERNELS,24-02-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,27-05-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,01-07-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,03-07-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,10-09-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,15-02-2022,1,0,1,5204
TASTY NUT INDUSTRIES,CASHEW KERNELS,28-03-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,16-05-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,03-09-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,23-03-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,20-07-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,23-11-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,09-10-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,10-07-2022,1,0,1,16450
TASTY NUT INDUSTRIES,CASHEW KERNELS,20-06-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,02-07-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,12-01-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,27-03-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,03-05-2022,1,0,1,16450
TASTY NUT INDUSTRIES,CASHEW KERNELS,01-11-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,02-04-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,03-05-2022,1,0,1,16450
TASTY NUT INDUSTRIES,CASHEW KERNELS,02-07-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,25-09-2022,1,0,1,15876
TASTY NUT INDUSTRIES,CASHEW KERNELS,18-04-2022,0,1,2,24750
TASTY NUT INDUSTRIES,CASHEW KERNELS,21-12-2022,1,0,1,16875
TASTY NUT INDUSTRIES,CASHEW KERNELS,23-03-2022,1,0,1,18800
TASTY NUT INDUSTRIES,CASHEW KERNELS,05-11-2022,1,0,1,15000
TASTY NUT INDUSTRIES,CASHEW KERNELS,09-02-2022,1,0,1,17037
TASTY NUT INDUSTRIES,CASHEW KERNELS,19-07-2022,1,0,1,15876
TOTAL                                   ,                              ,          ,53,1,55,849364
TATA COFFEE LTD.,COFFEE,27-07-2022,3,0,3,57600
TATA COFFEE LTD.,COFFEE,07-08-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,07-08-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,24-04-2022,3,0,3,54000
TATA COFFEE LTD.,COFFEE,09-08-2022,6,0,6,108741
TATA COFFEE LTD.,COFFEE,16-02-2022,3,0,3,54752
TATA COFFEE LTD.,COFFEE,31-07-2022,1,0,1,18000
TATA COFFEE LTD.,COFFEE,01-01-2022,4,0,4,77696
TATA COFFEE LTD.,COFFEE,17-08-2022,2,0,2,43220
TATA COFFEE LTD.,COFFEE,09-01-2022,1,0,1,17998
TATA COFFEE LTD.,COFFEE,25-02-2022,1,0,1,17993
TATA COFFEE LTD.,COFFEE,25-07-2022,2,0,2,38848
TATA COFFEE LTD.,COFFEE,23-06-2022,2,0,2,38400
TATA COFFEE LTD.,COFFEE,01-03-2022,1,0,1,20165
TATA COFFEE LTD.,COFFEE,08-03-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,30-05-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,23-06-2022,2,0,2,38400
TATA COFFEE LTD.,COFFEE,14-08-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,27-07-2022,4,0,4,76800
TATA COFFEE LTD.,COFFEE,08-08-2022,6,0,6,125660
TATA COFFEE LTD.,COFFEE,08-06-2022,3,0,3,58272
TATA COFFEE LTD.,COFFEE,21-11-2022,3,0,3,58272
TATA COFFEE LTD.,COFFEE,27-12-2022,2,0,2,38400
TATA COFFEE LTD.,COFFEE,14-06-2022,3,0,3,57600
TATA COFFEE LTD.,COFFEE,20-09-2022,2,0,2,38400
TATA COFFEE LTD.,COFFEE,25-10-2022,3,0,3,58272
TATA COFFEE LTD.,COFFEE,15-11-2022,2,0,2,38400
TATA COFFEE LTD.,COFFEE,23-11-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,15-12-2022,2,0,2,37780
TATA COFFEE LTD.,COFFEE,16-04-2022,0,1,2,19070
TATA COFFEE LTD.,COFFEE,23-02-2022,2,0,2,36848
TATA COFFEE LTD.,COFFEE,26-04-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,24-08-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,01-03-2022,1,0,1,19110
TATA COFFEE LTD.,COFFEE,17-06-2022,1,0,1,19080
TATA COFFEE LTD.,COFFEE,25-09-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,13-11-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,30-07-2022,0,1,2,26361
TATA COFFEE LTD.,COFFEE,30-01-2022,0,1,2,26381
TATA COFFEE LTD.,COFFEE,15-02-2022,1,0,1,18522
TATA COFFEE LTD.,COFFEE,11-08-2022,2,0,2,36000
TATA COFFEE LTD.,COFFEE,07-02-2022,3,0,3,57590
TATA COFFEE LTD.,COFFEE,30-01-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,29-09-2022,2,0,2,38400
TATA COFFEE LTD.,COFFEE,19-03-2022,1,0,1,20165
TATA COFFEE LTD.,COFFEE,20-05-2022,1,0,1,19200
TATA COFFEE LTD.,COFFEE,10-07-2022,1,0,1,20165
TATA COFFEE LTD.,COFFEE,01-08-2022,1,0,1,19200
TATA COFFEE LTD.,GREEN COFFEE,23-06-2022,2,0,2,38400
TATA COFFEE LTD.,GREEN COFFEE,07-08-2022,1,0,1,19200
TATA COFFEE LTD.,GREEN COFFEE,22-08-2022,1,0,1,19200
TATA COFFEE LTD.,GREEN COFFEE,24-08-2022,2,0,2,38400
TATA COFFEE LTD.,INSTANT COFFEE,20-02-2022,0,2,4,29100
TATA COFFEE LTD.,INSTANT COFFEE,18-01-2022,0,1,2,17998
TATA COFFEE LTD.,INSTANT COFFEE,02-02-2022,0,1,2,17590
TATA COFFEE LTD.,INSTANT COFFEE,25-10-2022,0,2,4,37700
TATA COFFEE LTD.,INSTANT COFFEE,03-03-2022,0,1,2,17710
TATA COFFEE LTD.,INSTANT COFFEE,18-10-2022,1,0,1,7780
TATA COFFEE LTD.,INSTANT COFFEE,08-11-2022,0,1,2,18880
TATA COFFEE LTD.,INSTANT COFFEE,07-02-2022,0,1,2,19090
TATA COFFEE LTD.,INSTANT COFFEE,25-02-2022,0,1,2,19120
TATA COFFEE LTD.,INSTANT COFFEE,19-03-2022,0,1,2,19100
TATA COFFEE LTD.,INSTANT COFFEE,18-01-2022,1,1,3,20630
TATA COFFEE LTD.,INSTANT COFFEE,05-04-2022,1,0,1,7800
TATA COFFEE LTD.,INSTANT COFFEE,16-01-2022,0,3,6,47770
TATA COFFEE LTD.,INSTANT COFFEE,25-02-2022,0,1,2,14780
TATA COFFEE LTD.,INSTANT COFFEE,11-03-2022,1,0,1,8800
TATA COFFEE LTD.,INSTANT COFFEE,28-12-2022,1,0,1,8860
TATA COFFEE LTD.,INSTANT COFFEE,11-09-2022,0,1,2,17590
TATA COFFEE LTD.,INSTANT COFFEE,21-12-2022,0,1,2,16206
TATA COFFEE LTD.,INSTANT COFFEE,30-01-2022,0,3,6,57450
TATA COFFEE LTD.,INSTANT COFFEE,20-04-2022,0,1,2,7800
TOTAL                                   ,                              ,          ,99,25,149,2287915
TATA CONSUMER PRODUCTS LTD.,CURRY POWDER,28-12-2022,1,0,1,7443
TATA CONSUMER PRODUCTS LTD.,FOOD STUFFS,27-03-2022,1,0,1,24048
TATA CONSUMER PRODUCTS LTD.,FOOD STUFFS,14-04-2022,1,0,1,17233
TATA CONSUMER PRODUCTS LTD.,GREEN TEA,14-04-2022,0,0,0,545
TATA CONSUMER PRODUCTS LTD.,TEA,04-05-2022,0,1,2,11218
TATA CONSUMER PRODUCTS LTD.,TEA,19-11-2022,0,1,2,16481
TATA CONSUMER PRODUCTS LTD.,TEA,17-08-2022,0,1,2,7540
TATA CONSUMER PRODUCTS LTD.,TEA,07-09-2022,0,1,2,15375
TATA CONSUMER PRODUCTS LTD.,TEA,02-02-2022,0,1,2,11769
TATA CONSUMER PRODUCTS LTD.,TEA,13-11-2022,0,3,6,31077
TATA CONSUMER PRODUCTS LTD.,TEA,09-02-2022,0,1,2,9524
TATA CONSUMER PRODUCTS LTD.,TEA,03-03-2022,0,1,2,9984
TATA CONSUMER PRODUCTS LTD.,TEA,28-03-2022,0,3,6,30510
TATA CONSUMER PRODUCTS LTD.,TEA,03-04-2022,0,1,2,9557
TATA CONSUMER PRODUCTS LTD.,TEA,03-05-2022,0,1,2,10835
TATA CONSUMER PRODUCTS LTD.,TEA,24-06-2022,0,2,4,22849
TATA CONSUMER PRODUCTS LTD.,TEA,01-07-2022,0,1,2,10370
TATA CONSUMER PRODUCTS LTD.,TEA,18-07-2022,0,1,2,10972
TATA CONSUMER PRODUCTS LTD.,TEA,25-07-2022,0,1,2,9476
TATA CONSUMER PRODUCTS LTD.,TEA,17-08-2022,0,1,2,9339
TATA CONSUMER PRODUCTS LTD.,TEA,12-09-2022,0,1,2,10437
TATA CONSUMER PRODUCTS LTD.,TEA,21-09-2022,0,1,2,10672
TATA CONSUMER PRODUCTS LTD.,TEA,08-10-2022,0,2,4,20868
TATA CONSUMER PRODUCTS LTD.,TEA,16-10-2022,0,2,4,25405
TATA CONSUMER PRODUCTS LTD.,TEA,11-03-2022,0,1,2,9894
TATA CONSUMER PRODUCTS LTD.,TEA,24-05-2022,0,1,2,10645
TATA CONSUMER PRODUCTS LTD.,TEA,29-10-2022,0,1,2,17146
TATA CONSUMER PRODUCTS LTD.,TEA,26-11-2022,0,1,2,15626
TATA CONSUMER PRODUCTS LTD.,TEA,08-03-2022,0,1,2,17476
TATA CONSUMER PRODUCTS LTD.,TEA,10-01-2022,0,1,2,16000
TATA CONSUMER PRODUCTS LTD.,TEA,30-01-2022,0,2,4,36439
TATA CONSUMER PRODUCTS LTD.,TEA,30-05-2022,0,2,4,33552
TATA CONSUMER PRODUCTS LTD.,TEA,24-06-2022,0,2,4,33782
TATA CONSUMER PRODUCTS LTD.,TEA,27-07-2022,0,1,2,17400
TATA CONSUMER PRODUCTS LTD.,TEA,22-08-2022,0,1,2,16048
TATA CONSUMER PRODUCTS LTD.,TEA,08-05-2022,0,1,2,16772
TATA CONSUMER PRODUCTS LTD.,TEA,30-11-2022,1,0,1,4708
TATA CONSUMER PRODUCTS LTD.,TEA,23-03-2022,0,1,2,4698
TATA CONSUMER PRODUCTS LTD.,TEA,24-05-2022,0,2,4,21164
TATA CONSUMER PRODUCTS LTD.,TEA,25-07-2022,0,1,2,11040
TATA CONSUMER PRODUCTS LTD.,TEA,21-09-2022,0,1,2,10010
TATA CONSUMER PRODUCTS LTD.,TEA,10-01-2022,0,1,2,10289
TATA CONSUMER PRODUCTS LTD.,TEA,10-02-2022,0,4,8,38863
TATA CONSUMER PRODUCTS LTD.,TEA,20-02-2022,0,1,2,10179
TATA CONSUMER PRODUCTS LTD.,TEA,12-01-2022,0,2,4,19443
TATA CONSUMER PRODUCTS LTD.,TEA,16-01-2022,0,2,4,21933
TATA CONSUMER PRODUCTS LTD.,TEA,23-01-2022,0,1,2,9862
TATA CONSUMER PRODUCTS LTD.,TEA,09-02-2022,0,1,2,11398
TATA CONSUMER PRODUCTS LTD.,TEA,25-02-2022,0,2,4,21384
TATA CONSUMER PRODUCTS LTD.,TEA,09-03-2022,0,2,4,19415
TATA CONSUMER PRODUCTS LTD.,TEA,19-03-2022,0,1,2,10809
TATA CONSUMER PRODUCTS LTD.,TEA,03-04-2022,1,1,3,12961
TATA CONSUMER PRODUCTS LTD.,TEA,26-04-2022,0,2,4,18711
TATA CONSUMER PRODUCTS LTD.,TEA,04-05-2022,0,1,2,10120
TATA CONSUMER PRODUCTS LTD.,TEA,10-05-2022,0,1,2,9200
TATA CONSUMER PRODUCTS LTD.,TEA,16-05-2022,0,1,2,10537
TATA CONSUMER PRODUCTS LTD.,TEA,04-06-2022,0,2,4,20728
TATA CONSUMER PRODUCTS LTD.,TEA,14-06-2022,0,1,2,10345
TATA CONSUMER PRODUCTS LTD.,TEA,24-06-2022,0,2,4,19926
TATA CONSUMER PRODUCTS LTD.,TEA,01-07-2022,0,2,4,19997
TATA CONSUMER PRODUCTS LTD.,TEA,05-07-2022,0,1,2,10240
TATA CONSUMER PRODUCTS LTD.,TEA,10-07-2022,0,1,2,10951
TATA CONSUMER PRODUCTS LTD.,TEA,19-07-2022,0,1,2,9870
TATA CONSUMER PRODUCTS LTD.,TEA,03-08-2022,0,2,4,20629
TATA CONSUMER PRODUCTS LTD.,TEA,08-08-2022,0,1,2,10042
TATA CONSUMER PRODUCTS LTD.,TEA,17-08-2022,0,1,2,11221
TATA CONSUMER PRODUCTS LTD.,TEA,30-08-2022,0,1,2,10438
TATA CONSUMER PRODUCTS LTD.,TEA,07-09-2022,0,2,4,18647
TATA CONSUMER PRODUCTS LTD.,TEA,16-10-2022,0,1,2,9817
TATA CONSUMER PRODUCTS LTD.,TEA,21-10-2022,0,1,2,9308
TATA CONSUMER PRODUCTS LTD.,TEA,26-11-2022,0,1,2,9896
TATA CONSUMER PRODUCTS LTD.,TEA,10-12-2022,1,1,3,20492
TATA CONSUMER PRODUCTS LTD.,TEA,21-12-2022,0,1,2,10784
TATA CONSUMER PRODUCTS LTD.,TEA,30-12-2022,0,2,4,19823
TATA CONSUMER PRODUCTS LTD.,TEA,01-10-2022,0,1,2,10247
TATA CONSUMER PRODUCTS LTD.,TEA,07-10-2022,0,1,2,9757
TATA CONSUMER PRODUCTS LTD.,TEA,19-10-2022,0,1,2,10970
TATA CONSUMER PRODUCTS LTD.,TEA,25-10-2022,0,2,4,21016
TATA CONSUMER PRODUCTS LTD.,TEA,30-10-2022,0,2,4,20582
TATA CONSUMER PRODUCTS LTD.,TEA,11-09-2022,0,1,2,9795
TATA CONSUMER PRODUCTS LTD.,TEA,06-11-2022,0,1,2,9985
TATA CONSUMER PRODUCTS LTD.,TEA,28-11-2022,0,1,2,14550
TATA CONSUMER PRODUCTS LTD.,TEA,23-10-2022,0,1,2,14570
TATA CONSUMER PRODUCTS LTD.,TEA,11-12-2022,0,1,2,19296
TATA CONSUMER PRODUCTS LTD.,TEA,09-02-2022,0,1,2,14476
TATA CONSUMER PRODUCTS LTD.,TEA,08-03-2022,0,1,2,19296
TATA CONSUMER PRODUCTS LTD.,TEA,09-03-2022,0,1,2,8021
TATA CONSUMER PRODUCTS LTD.,TEA,19-03-2022,0,1,2,14460
TATA CONSUMER PRODUCTS LTD.,TEA,28-03-2022,0,1,2,14312
TATA CONSUMER PRODUCTS LTD.,TEA,03-04-2022,0,1,2,14380
TATA CONSUMER PRODUCTS LTD.,TEA,14-04-2022,0,1,2,19316
TATA CONSUMER PRODUCTS LTD.,TEA,04-05-2022,0,1,2,19296
TATA CONSUMER PRODUCTS LTD.,TEA,16-05-2022,0,1,2,19296
TATA CONSUMER PRODUCTS LTD.,TEA,24-05-2022,0,1,2,14640
TATA CONSUMER PRODUCTS LTD.,TEA,30-05-2022,0,1,2,14500
TATA CONSUMER PRODUCTS LTD.,TEA,02-08-2022,0,1,2,19000
TATA CONSUMER PRODUCTS LTD.,TEA,28-12-2022,1,0,1,1903
TATA CONSUMER PRODUCTS LTD.,TEA,30-08-2022,0,1,2,14590
TATA CONSUMER PRODUCTS LTD.,TEA,02-10-2022,0,1,2,14500
TATA CONSUMER PRODUCTS LTD.,TEA,16-10-2022,0,1,2,14570
TATA CONSUMER PRODUCTS LTD.,TEA,30-06-2022,0,2,4,23326
TATA CONSUMER PRODUCTS LTD.,TEA,12-11-2022,0,1,2,17059
