,Exporter,Product,SailDate,20',40',TEUS,QTY.(KGS)
58403,WALLACE LANGFORD & ASSOCIATES,RUBBER MATS,2022-12-11,0,1,2,22080
58404,KIEFER SEA FOOD,FROZEN YELLOW TUNA,2022-12-11,0,1,2,29200
58405,SAKTHI AUTO COMP.,AUTOMOBILES PARTS,2022-12-11,0,1,2,20958
58406,BODYGEAR INTERNATIONAL(P)LTD.,PLUSH TOYS,2022-12-11,0,1,2,4522
58407,CAMEO GARMENTS INDIA P.LTD.,COTTON GARMENTS,2022-12-11,0,0,0,488
58408,ABAD FISHERIES,FROZEN MARINE FOODS,2022-12-11,0,1,2,22000
58409,KARPAGAM GARMENTS,COTTON GARMENTS,2022-12-11,0,0,0,235
58410,KINGS MARINE PRODUCTS,FROZEN RIBBON FISH,2022-12-11,0,1,2,24380
58411,SAN TEX INC.,COTTON YARN,2022-12-11,0,1,2,15918
58412,KINGS SEAFOODS,FROZEN MARINE FOODS,2022-12-11,0,1,2,17032
58413,RICH COTTON,COTTON GARMENTS,2022-12-11,0,0,0,1908
58414,BHOOMI NATURAL PRODUCTS & EXPORTS ,OLEORESINS OF SPICES,2022-12-11,1,0,1,7536
58415,FLOW LINK SYSTEMS P. LTD.,PUMPS,2022-12-11,0,0,0,461
58416,WINTRACK KNITS,COTTON GARMENTS,2022-12-11,0,0,0,782
58417,COIR YARN TEX,COIR GEO FABRICS,2022-12-11,0,1,2,7948
58418,GLENMORGAN TEA ESTATES CO.,TEA,2022-12-11,0,1,2,19495
58419,GE OIL & GAS,VALVES,2022-12-11,0,0,0,2687
58420,CLOVER CLOTHING,COTTON GARMENTS,2022-12-11,0,1,2,3942
58421,COSIMO INTERNATIONAL,COTTON GARMENTS,2022-12-11,1,0,1,2353
58422,GDN EXPORTS P.LTD.,COTTON GARMENTS,2022-12-11,0,1,2,13279
58423,AKAY NATURAL INGREDIENTS,OLEORESINS OF SPICES,2022-12-11,0,0,0,2888
58424,KTK POLYMERS,EMPTY DRUMS,2022-12-11,0,0,0,1292
58425,ALLEPPEY CO. LTD.,COIR MATS,2022-12-11,1,3,7,45226
58426,AL-HASANATH GLOBAL,RICE,2022-12-11,1,0,1,24511
58427,RUBFILA INTERNATIONAL LTD.,LATEX RUBBER THREAD,2022-12-11,0,1,2,26430
58428,S.L.S.EXPORTS P.LTD.,FROZEN CUTTLEFISH,2022-12-11,0,1,2,26000
58429,GEO SEAFOODS,FROZEN MARINE FOODS,2022-12-11,0,1,2,23000
58430,UNITED COIR FACTORIES,COIR MATS,2022-12-11,0,1,2,19682
58431,AJMI FLOUR MILL(I)P.LTD.,FOOD STUFFS,2022-12-11,1,0,1,14850
58432,KPL OIL MILLS PVT LTD.,COCONUT OIL,2022-12-11,0,0,0,535
58433,GEO SEAFOODS,FROZEN SHRIMPS,2022-12-11,0,1,2,18710
58434,COCHIN MINERALS AND RUTILE LTD.,SYNTHETIC RUTILE,2022-12-11,12,0,12,288000
58435,GEO SEAFOODS,FROZEN MARINE FOODS,2022-12-11,0,1,2,19000
58436,L.G. BALAKRISHNAN & BROS.,AUTOMOTIVE TIMING CHAINS,2022-12-11,0,1,2,11895
58437,LINGESWARA,COTTON GARMENTS,2022-12-11,1,0,1,3125
58438,GEO SEAFOODS,FROZEN MARINE FOODS,2022-12-11,0,1,2,19000
58439,M.K.EXPORTS,COTTON GARMENTS,2022-12-11,0,1,2,4501
58440,TATA CONSUMER PRODUCTS LTD.,TEA,2022-12-11,0,1,2,19296
58441,BIG BAG INTERNATIONAL P. LTD.,P.P.WOVEN BAGS,2022-12-11,0,1,2,18087
58442,M.S.S. RUBBER AND RECLAIMS P.LTD.,TYRE RETREADING MATERIALS,2022-12-11,1,0,1,24048
58443,GREENLEAF EXTRACTIONS PVT LTD,OLEORESINS OF SPICES,2022-12-11,1,0,1,8560
58444,EXTRA WEAVE,JUTE RUGS,2022-12-11,0,1,2,10737
58445,EXCEL KNIT EXPORTST,COTTON GARMENTS,2022-12-11,0,0,0,157
58446,EXCEL KNIT EXPORTST,COTTON GARMENTS,2022-12-11,0,1,2,4977
58447,NEW TECH CREATIONS,COTTON GARMENTS,2022-12-11,0,0,0,304
58448,STAARLIGHT DESIGNS,COTTON GARMENTS,2022-12-11,0,1,2,11211
58449,EXEL SOURCING,COTTON GARMENTS,2022-12-11,1,2,5,20544
58450,R.L. KHANNA & CO. (OVERSEAS),COIR MATS,2022-12-11,1,0,1,9719
58451,MIDLAND KNITS,COTTON GARMENTS,2022-12-11,0,0,0,207
58452,ASSA SEA FOODS,FROZEN MARINE FOODS,2022-12-11,0,2,4,52000
58453,EXTRA WEAVE,JUTE MATTING,2022-12-11,0,1,2,14414
58454,THREE STAR MARINE EXPORTS,FROZEN MARINE FOODS,2022-12-11,0,1,2,26000
58455,CRAFTSMAN AUTOMATION P. LTD.,MARINE ACCESSORIES,2022-12-11,1,0,1,6053
58456,K.M.FISHERIES,FROZEN RIBBON FISH,2022-12-11,0,1,2,28000
58457,S.S. ENTERPRISES,COTTON GARMENTS,2022-12-11,0,0,0,908
58458,UNITED COIR FACTORIES,COIR MATS,2022-12-11,0,0,0,1990
58459,ALASKA EXPORTS,COTTON GARMENTS,2022-12-11,0,0,0,1285
58460,TRAVANCORE COCOTUFT P.LTD.,COIR MATS,2022-12-11,1,0,1,9022
58461,LISO COIR TEX,COIR GEO FABRICS,2022-12-11,0,2,4,19584
58462,PALLAVA TEXTILES P.LTD.,COTTON YARN,2022-12-11,0,1,2,19973
58463,SRIRAM EXPORTS,COTTON GARMENTS,2022-12-11,0,0,0,2358
58464,SKY COTEX INDIA,COTTON GARMENTS,2022-12-11,0,1,2,4510
58465,POABS ENTERPRISES,TEA,2022-12-11,1,0,1,6560
58466,L & P RUBBER INDUSTRIES,TYRE RETREADING MATERIALS,2022-12-11,1,0,1,21810
58467,NAS FISHERIES P.LTD.,FROZEN MARINE FOODS,2022-12-11,0,3,6,78000
58468,BENI IMPEX,MACHINERIES,2022-12-11,0,1,2,19560
58469,M.K.M.KNIT CREATIONS,COTTON GARMENTS,2022-12-11,0,0,0,782
58470,GREENLEAF EXTRACTIONS PVT LTD,OLEORESINS OF SPICES,2022-12-11,0,0,0,824
58471,GEO SEAFOODS,FROZEN MARINE FOODS,2022-12-11,0,1,2,24700
58472,GRAND MARINE FOODS,FROZEN MARINE FOODS,2022-12-11,0,1,2,22752
58473,SAFERA FOOD INTERNATIONAL,FROZEN SQUID,2022-12-11,0,1,2,22760
58474,COCO  FIBRE TEX,COIR MATS,2022-12-11,1,0,1,9661
58475,SRI JAYA PRABHA,COTTON GARMENTS,2022-12-11,0,0,0,716
58476,BETA HEALTH CARE PRODUCTS P.LTD.,SURGICAL GLOVES,2022-12-11,0,1,2,13723
58477,S.M.FASHION WEAR,COTTON GARMENTS,2022-12-11,0,1,2,6637
58478,BBM TRAVEL RETAIL LTD.,CIGARETTES,2022-12-11,0,0,0,616
58479,GALUKU EXPORTS (INDIA)PRIVATE LIMITED .,COIR FIBER,2022-12-11,0,6,12,148455
58480,BBM TRAVEL RETAIL LTD.,LIQUORS,2022-12-11,2,0,2,8394
58481,S.R.G.APPARELS P.LTD.,COTTON GARMENTS,2022-12-11,0,0,0,2551
58482,SEATEX,COTTON GARMENTS,2022-12-11,1,0,1,2067
58483,GREEN COIR HUB,COIR MATS,2022-12-11,0,3,6,60970
58484,AKAY SPICES P.LTD.,SPICES,2022-12-11,1,0,1,12969
58485,BIG BAG INTERNATIONAL P. LTD.,P.P.WOVEN BAGS,2022-12-11,0,1,2,16225
58486,SRI RANGANATHAR INDUSTRIES,VALVES,2022-12-11,0,1,2,9229
58487,LORDS EXPORTS,RUBBER MATS,2022-12-11,1,0,1,9688
58488,GIRNAR FOOD & BEVERAGES P.LTD.,TEA,2022-12-11,0,2,4,45613
58489,GARTEX EXPORTS (INDIA) P. LTD.,COTTON GARMENTS,2022-12-11,0,0,0,3808
58490,SURYA KNITWEARS,COTTON GOODS,2022-12-11,0,0,0,4630
